,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
366,BY,"Byline Bancorp, Inc.",926.63M,-0.53%,13780,355.28M
367,OCFC,OceanFirst Financial Corp.,904.35M,0.03%,178657,385.68M
368,GHLD,Guild Holdings Company,877.96M,1.79%,27008,732.26M
369,BSIG,BrightSphere Investment Group Inc.,868.85M,-0.97%,48226,426.60M
370,LC,LendingClub Corporation,866.17M,2.37%,675309,864.62M
371,BRKL,"Brookline Bancorp, Inc.",859.61M,-0.16%,105947,333.44M
372,SLRC,SLR Investment Corp.,857.60M,-0.23%,143503,229.31M
373,SBSI,"Southside Bancshares, Inc.",855.93M,-0.16%,29829,241.71M
374,LPRO,Open Lending Corporation,851.75M,1.43%,71985,117.46M
375,MTAL,Metals Acquisition Corp,846.81M,2.62%,95546,302.46M
376,BFC,Bank First Corporation,845.83M,0.22%,5590,186.91M
377,HG,"Hamilton Insurance Group, Ltd.",839.98M,0.07%,207616,1.57B
378,CGBD,"Carlyle Secured Lending, Inc.",832.78M,0.43%,104282,241.63M
379,LDI,"loanDepot, Inc.",819.57M,-8.66%,1391081,915.05M
380,AMTB,Amerant Bancorp Inc.,817.40M,0.80%,21062,352.68M
381,BRDG,Bridge Investment Group Holdings Inc.,817.20M,-1.33%,197279,259.81M
382,FBMS,"The First Bancshares, Inc.",808.80M,-0.89%,109525,281.53M
383,GRNT,"Granite Ridge Resources, Inc",797.04M,1.72%,158684,394.07M
384,WRLD,World Acceptance Corporation,795.30M,-0.31%,36842,575.18M
385,LBAI,"Lakeland Bancorp, Inc.",794.08M,-0.66%,43246,293.77M
386,BITF,Bitfarms Ltd.,786.88M,2.78%,14851765,146.37M
387,ABL,"Abacus Life, Inc.",784.27M,8.97%,23529,66.37M
388,ECC,Eagle Point Credit Company Inc.,782.56M,0.88%,509319,122.65M
389,CFFN,"Capitol Federal Financial, Inc.",770.30M,1.30%,311950,-41.97M
390,CNOB,"ConnectOne Bancorp, Inc.",768.85M,-1.46%,29040,260.91M
391,FMBH,"First Mid Bancshares, Inc.",733.17M,-0.46%,17454,274.15M
392,CTBI,"Community Trust Bancorp, Inc.",732.73M,-0.68%,18908,223.96M
393,TIGR,UP Fintech Holding Limited,732.16M,4.48%,2393773,228.23M
394,AMAL,Amalgamated Financial Corp.,728.87M,-0.33%,41273,275.98M
395,TMP,Tompkins Financial Corporation,722.47M,-0.02%,18042,215.42M
396,AC,"Associated Capital Group, Inc.",719.59M,-0.67%,4735,14.59M
397,ALTI,"AlTi Global, Inc.",718.82M,-,690579,183.89M
398,PFC,Premier Financial Corp.,711.74M,-0.45%,31407,302.71M
399,DCOM,"Dime Community Bancshares, Inc.",709.18M,2.60%,140945,350.01M
400,NOAH,Noah Holdings Limited,704.64M,-1.67%,121275,464.55M
401,PFLT,PennantPark Floating Rate Capital Ltd.,698.24M,0.04%,408992,145.97M
402,AMBC,"Ambac Financial Group, Inc.",697.82M,-1.42%,180869,269.00M
403,GHIX,"Gores Holdings IX, Inc.",694.97M,0.57%,149,-
404,TRIN,Trinity Capital Inc.,693.31M,0.50%,288821,181.86M
405,EGBN,"Eagle Bancorp, Inc.",690.76M,-1.19%,181755,280.81M
406,ROOT,"Root, Inc.",679.12M,6.91%,320790,455.00M
407,HFWA,Heritage Financial Corporation,657.63M,-0.08%,27798,239.54M
408,AACT,Ares Acquisition Corporation II,639.44M,-,979,-
409,CCAP,"Crescent Capital BDC, Inc.",639.31M,0.41%,44207,184.13M
410,AMRK,"A-Mark Precious Metals, Inc.",638.55M,1.82%,57264,10.00B
411,CFB,"CrossFirst Bankshares, Inc.",638.03M,-0.04%,31109,231.02M
412,HUT,Hut 8 Mining Corp.,634.31M,8.13%,2942796,116.50M
413,TIPT,Tiptree Inc.,628.98M,-0.56%,32663,1.65B
414,TCPC,BlackRock TCP Capital Corp.,621.58M,-0.10%,393730,209.33M
415,VINP,Vinci Partners Investments Ltd.,613.62M,1.10%,8055,93.31M
416,OSBC,"Old Second Bancorp, Inc.",613.33M,-0.82%,44583,269.61M
417,HBT,"HBT Financial, Inc.",612.61M,-0.05%,1055,219.55M
418,FCBC,"First Community Bankshares, Inc.",607.13M,-0.30%,7932,157.15M
419,PRA,ProAssurance Corporation,607.06M,1.18%,114668,1.14B
420,RILY,"B. Riley Financial, Inc.",606.46M,-3.61%,496409,1.79B
421,GSBC,"Great Southern Bancorp, Inc.",605.51M,-0.04%,8739,235.16M
422,MCBS,"MetroCity Bankshares, Inc.",605.44M,-0.06%,4341,119.70M
423,UVE,"Universal Insurance Holdings, Inc.",605.38M,-3.49%,117776,1.39B
424,FDUS,Fidus Investment Corporation,601.90M,-0.33%,308650,130.11M
425,CION,CION Investment Corporation,598.92M,-0.27%,108327,246.51M
426,IGIC,International General Insurance Holdings Ltd.,597.92M,3.45%,44685,472.00M
427,UVSP,Univest Financial Corporation,595.59M,0.30%,22904,286.05M
428,MBWM,Mercantile Bank Corporation,593.74M,-,20979,217.99M
429,NBBK,"NB Bancorp, Inc.",590.62M,-0.29%,101427,-
430,EZPW,"EZCORP, Inc.",587.94M,-0.61%,136444,1.08B
431,SAGA,Sagaliam Acquisition Corp.,586.89M,-,7,-
432,QD,Qudian Inc.,562.25M,-2.20%,847912,30.62M
433,BFST,"Business First Bancshares, Inc.",561.64M,1.42%,14113,247.29M
434,UFCS,"United Fire Group, Inc.",558.88M,-2.17%,27371,1.10B
435,VEL,"Velocity Financial, Inc.",551.49M,-1.47%,593,152.00M
436,HBNC,"Horizon Bancorp, Inc.",540.30M,-0.33%,25091,220.44M
437,TREE,"LendingTree, Inc.",538.15M,0.21%,160747,672.50M
438,PSBD,Palmer Square Capital BDC Inc.,531.26M,-1.16%,6697,112.22M
439,WULF,TeraWulf Inc.,525.52M,1.14%,10778368,55.51M
440,APLD,Applied Digital Corporation,524.79M,7.09%,1607493,114.65M
441,MSBI,"Midland States Bancorp, Inc.",519.75M,-0.37%,11334,281.48M
442,TRST,TrustCo Bank Corp NY,516.32M,-0.88%,18655,188.91M
443,CPF,Central Pacific Financial Corp.,515.50M,0.26%,48797,240.97M
444,HTBK,Heritage Commerce Corp,515.05M,-0.12%,203469,191.47M
445,IREN,Iris Energy Limited,512.88M,1.01%,4696109,85.48M
446,IBCP,Independent Bank Corporation,509.68M,-0.78%,17527,200.80M
447,CATC,Cambridge Bancorp,508.15M,1.48%,19048,161.63M
448,GAIN,Gladstone Investment Corporation,506.77M,0.50%,60745,83.52M
449,SMBC,"Southern Missouri Bancorp, Inc.",503.71M,-1.11%,7527,153.93M
450,FMNB,Farmers National Banc Corp.,502.36M,-0.42%,20506,170.49M
451,SUPV,Grupo Supervielle S.A.,500.45M,14.56%,2850056,626.77M
452,CCB,Coastal Financial Corporation,500.11M,-2.08%,32729,261.00M
453,AMNB,American National Bankshares Inc.,492.96M,-0.30%,3512,105.22M
454,EQBK,"Equity Bancshares, Inc.",492.93M,-0.22%,7533,138.02M
455,RWAY,Runway Growth Finance Corp.,479.23M,-1.01%,240379,164.21M
456,GCBC,"Greene County Bancorp, Inc.",475.22M,0.32%,11725,68.41M
457,CCBG,"Capital City Bank Group, Inc.",474.88M,0.21%,6441,216.36M
458,CAC,Camden National Corporation,474.59M,-0.45%,14689,161.20M
459,WDH,Waterdrop Inc.,465.68M,-1.23%,298895,364.62M
460,HAFC,Hanmi Financial Corporation,465.21M,1.06%,89122,251.11M
461,ALCC,AltC Acquisition Corp.,465.05M,-0.07%,50733,-
462,ACIC,American Coastal Insurance Corporation,463.15M,0.37%,179716,341.80M
463,GDOT,Green Dot Corporation,461.20M,3.44%,368138,1.50B
464,YRD,Yiren Digital Ltd.,460.79M,3.06%,87967,647.79M
465,GLAD,Gladstone Capital Corporation,456.41M,-,204106,90.36M
466,HIPO,Hippo Holdings Inc.,454.37M,2.84%,167504,209.70M
467,HONE,"HarborOne Bancorp, Inc.",453.73M,0.35%,83759,163.45M
468,FFWM,First Foundation Inc.,452.59M,-0.62%,92216,252.14M
469,DGICA,Donegal Group Inc.,449.75M,-1.11%,39346,927.34M
470,THFF,First Financial Corporation,448.94M,-0.03%,9978,202.67M
471,DGICB,Donegal Group Inc.,448.75M,-,2,927.34M
472,BETR,Better Home & Finance Holding Company,446.35M,-1.67%,594011,450.55M
473,HTBI,"HomeTrust Bancshares, Inc.",446.15M,0.92%,8471,183.36M
474,ATLC,Atlanticus Holdings Corporation,445.71M,1.14%,2744,354.81M
475,PNNT,PennantPark Investment Corporation,444.83M,0.07%,179625,149.74M
476,WASH,"Washington Trust Bancorp, Inc.",442.52M,0.19%,26895,190.04M
477,ALRS,Alerus Financial Corporation,439.36M,-0.52%,19461,166.01M
478,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",438.87M,-0.81%,41500,135.21M
479,ANSC,Agriculture & Natural Solutions Acquisition Corporation,437.93M,0.05%,4815,-
480,DHIL,"Diamond Hill Investment Group, Inc.",434.84M,1.61%,6700,136.72M
481,SLAM,Slam Corp.,434.03M,0.14%,121,-
482,MCB,Metropolitan Bank Holding Corp.,431.19M,0.77%,44921,238.46M
483,PGC,Peapack-Gladstone Financial Corporation,429.61M,0.19%,20443,215.58M
484,GLRE,"Greenlight Capital Re, Ltd.",428.23M,-1.24%,18465,667.08M
485,SPFI,"South Plains Financial, Inc.",424.05M,-0.12%,3144,219.41M
486,CCNE,CNB Financial Corporation,417.85M,-0.47%,18880,217.17M
487,RRAC,Rigel Resource Acquisition Corp.,417.38M,0.09%,62930,-
488,GFR,Greenfire Resources Ltd,415.97M,1.29%,63683,-
489,KRNY,Kearny Financial Corp.,409.82M,1.53%,146484,148.37M
490,BHRB,Burke & Herbert Bank & Trust Company,409.77M,-1.42%,1501,-
491,AROW,Arrow Financial Corporation,409.69M,-1.17%,16879,130.57M
492,GBLI,"Global Indemnity Group, LLC",409.66M,1.49%,2085,574.50M
493,OPY,Oppenheimer Holdings Inc.,408.87M,-0.69%,7717,1.25B
494,FSBC,Five Star Bancorp,407.80M,0.43%,12385,114.39M
495,NBN,Northeast Bank,405.39M,-2.46%,20396,142.81M
496,ESQ,"Esquire Financial Holdings, Inc.",403.54M,-0.18%,7482,105.34M
497,NETD,Nabors Energy Transition Corp. II,397.64M,0.19%,49041,-
498,CSTR,"CapStar Financial Holdings, Inc.",395.09M,0.68%,70323,113.72M
499,CRD.B,Crawford & Company,393.99M,-,8452,1.32B
500,CRD.A,Crawford & Company,392.99M,-1.35%,108311,1.32B
501,SMMF,"Summit Financial Group, Inc.",391.32M,0.04%,3158,165.20M
502,LCAA,L Catterton Asia Acquisition Corp,391.06M,2.43%,107534,-
503,HRZN,Horizon Technology Finance Corporation,390.75M,-0.26%,300054,113.48M
504,HCVI,Hennessy Capital Investment Corp. VI,386.49M,0.10%,102,-
505,GHI,Greystone Housing Impact Investors LP,384.44M,-0.24%,28867,104.90M
506,VALU,"Value Line, Inc.",379.44M,2.61%,1159,39.04M
507,BHB,Bar Harbor Bankshares,377.50M,0.44%,9458,150.60M
508,XPDB,Power & Digital Infrastructure Acquisition II Corp.,373.71M,-14.25%,13392,-
509,TPVG,TriplePoint Venture Growth BDC Corp.,372.44M,-0.69%,244801,137.49M
510,SHBI,"Shore Bancshares, Inc.",372.41M,0.18%,30143,121.69M
511,FFIC,Flushing Financial Corporation,364.29M,-0.24%,45731,185.29M
512,HIFS,Hingham Institution for Savings,364.02M,-0.79%,5317,161.23M
513,SMBK,"SmartFinancial, Inc.",357.28M,-0.17%,6315,155.80M
514,MOFG,"MidWestOne Financial Group, Inc.",355.65M,0.97%,12798,156.75M
515,GNTY,"Guaranty Bancshares, Inc.",350.26M,-2.19%,8316,121.56M
516,RRBI,"Red River Bancshares, Inc.",345.29M,0.43%,1960,108.13M
517,MBI,MBIA Inc.,340.18M,-0.37%,150951,7.00M
518,MPB,"Mid Penn Bancorp, Inc.",337.27M,0.22%,4983,166.56M
519,MCBC,Macatawa Bank Corporation,335.71M,0.31%,12257,105.34M
520,SVII,Spring Valley Acquisition Corp. II,334.88M,-,762,-
521,FANH,Fanhua Inc.,327.94M,-11.57%,39761,462.50M
522,FRBA,First Bank,326.83M,-1.99%,20356,125.94M
523,IPXX,Inflection Point Acquisition Corp. II,326.30M,0.02%,928,-
524,RBB,RBB Bancorp,322.31M,-0.69%,7400,136.91M
525,BWB,"Bridgewater Bancshares, Inc.",320.33M,1.51%,24531,111.84M
526,TYG,Tortoise Energy Infrastructure Corporation,319.72M,0.58%,35491,176.85M
527,RENE,Cartesian Growth Corporation II,318.12M,0.23%,80301,-
528,SAR,Saratoga Investment Corp.,315.94M,-0.86%,65069,138.80M
529,EBTC,"Enterprise Bancorp, Inc.",312.86M,0.71%,2894,161.44M
530,LX,LexinFintech Holdings Ltd.,312.54M,5.00%,1187512,1.73B
531,SCM,Stellus Capital Investment Corporation,312.43M,1.08%,51699,105.85M
532,SLQT,"SelectQuote, Inc.",311.79M,-1.12%,210687,1.16B
533,IVCB,Investcorp Europe Acquisition Corp I,310.02M,-,139023,-
534,HYAC,Haymaker Acquisition Corp. III,307.00M,-0.02%,1270,-
535,FRST,Primis Financial Corp.,303.73M,0.50%,24839,133.22M
536,CARE,"Carter Bankshares, Inc.",300.67M,-0.15%,11518,-
537,JWSM,Jaws Mustang Acquisition Corporation,299.81M,0.17%,7334,-
538,GOCO,"GoHealth, Inc.",299.10M,-2.51%,12565,527.35M
539,ASA,ASA Gold and Precious Metals Limited,295.33M,2.03%,60459,-5.60M
540,ITIC,Investors Title Company,294.24M,0.05%,89,236.56M
541,NODK,"NI Holdings, Inc.",293.82M,0.70%,278,364.61M
542,WHF,"WhiteHorse Finance, Inc.",293.10M,0.71%,27043,103.26M
543,ACNB,ACNB Corporation,292.88M,3.73%,5187,113.47M
544,HIVE,HIVE Blockchain Technologies Ltd.,291.36M,0.16%,1908233,95.81M
545,HMST,"HomeStreet, Inc.",290.22M,-0.03%,47593,209.12M
546,BCAL,Southern California Bancorp,289.65M,0.16%,10053,-
547,FBIZ,"First Business Financial Services, Inc.",287.49M,0.06%,2624,135.71M
548,WTBA,"West Bancorporation, Inc.",287.17M,0.26%,3530,78.40M
549,HBCP,"Home Bancorp, Inc.",285.14M,0.54%,1680,132.99M
550,PFIS,Peoples Financial Services Corp.,284.89M,1.63%,2071,106.23M
551,FISI,"Financial Institutions, Inc.",284.88M,0.76%,13221,198.27M
552,NEWT,Newtek Business Services Corp.,282.83M,-1.92%,52129,166.20M
553,CBNK,"Capital Bancorp, Inc.",282.63M,-0.54%,3117,157.23M
554,BSRR,Sierra Bancorp,280.64M,-0.42%,2029,137.27M
555,ORRF,"Orrstown Financial Services, Inc.",280.49M,-0.21%,4443,129.91M
556,JRVR,"James River Group Holdings, Ltd.",280.38M,-3.73%,374907,812.01M
557,TRTL,TortoiseEcofin Acquisition Corp. III,278.31M,-,89197,-
558,UNTY,"Unity Bancorp, Inc.",276.85M,1.25%,2626,99.97M
559,BKCC,BlackRock Capital Investment Corporation,275.77M,0.63%,241730,80.36M
560,CZNC,Citizens & Northern Corporation,275.73M,-1.48%,3790,104.63M
561,FDBC,"Fidelity D & D Bancorp, Inc.",275.26M,0.41%,927,80.94M
562,INBK,First Internet Bancorp,272.04M,2.16%,9447,86.13M
563,FMAO,"Farmers & Merchants Bancorp, Inc.",271.24M,1.86%,3761,95.69M
564,BMRC,Bank of Marin Bancorp,270.81M,-0.30%,14798,121.79M
565,HRTG,"Heritage Insurance Holdings, Inc.",270.46M,-6.87%,511136,723.12M
566,TCBX,"Third Coast Bancshares, Inc.",268.33M,0.38%,4014,141.41M
567,PRLH,Pearl Holdings Acquisition Corp,267.00M,-,103,-
568,VBNK,VersaBank,265.88M,-0.49%,2883,83.26M
569,LNKB,"LINKBANCORP, Inc.",265.49M,1.93%,5712,34.25M
570,NRIM,"Northrim BanCorp, Inc.",265.41M,-2.47%,5497,125.79M
571,EMLD,FTAC Emerald Acquisition Corp.,264.32M,-,130,-
572,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",264.00M,-0.30%,2348,75.55M
573,MVBF,MVB Financial Corp.,263.96M,2.66%,5037,144.35M
574,SFST,"Southern First Bancshares, Inc.",262.71M,-0.59%,5862,86.25M
575,OBT,"Orange County Bancorp, Inc.",260.81M,1.34%,1878,93.42M
576,FNLC,"The First Bancorp, Inc.",258.89M,-0.52%,7151,79.46M
577,PLAO,Patria Latin American Opportunity Acquisition Corp.,255.50M,-0.09%,118,-
578,BSVN,Bank7 Corp.,254.78M,-0.72%,488,77.57M
579,JMSB,"John Marshall Bancorp, Inc.",253.89M,0.62%,907,43.41M
580,CLBR,Colombier Acquisition Corp.,250.15M,-,7410,-
581,FSBW,"FS Bancorp, Inc.",249.04M,0.19%,1640,135.92M
582,FLIC,The First of Long Island Corporation,247.76M,-0.18%,76625,93.53M
583,PBFS,"Pioneer Bancorp, Inc.",244.45M,0.75%,446,78.37M
584,PLMJ,Plum Acquisition Corp. III,240.90M,-,271,-
585,BTBT,"Bit Digital, Inc.",238.39M,2.46%,4107657,36.64M
586,HLXB,Helix Acquisition Corp. II,238.25M,1.46%,2166,-
587,SSBK,"Southern States Bancshares, Inc.",236.35M,-2.92%,7227,85.50M
588,WSBF,"Waterstone Financial, Inc.",232.01M,-0.43%,13115,130.74M
589,RM,Regional Management Corp.,230.79M,1.69%,5774,551.40M
590,CIVB,"Civista Bancshares, Inc.",230.25M,0.07%,12754,163.55M
591,BCML,BayCom Corp,229.99M,0.50%,29147,110.29M
592,CNDA,Concord Acquisition Corp II,227.97M,0.05%,700,-
593,LEGT,Legato Merger Corp. III,226.88M,-,40,-
594,CVCY,Central Valley Community Bancorp,225.84M,-0.10%,2816,89.05M
595,PCB,PCB Bancorp,224.74M,-0.25%,7112,102.10M
596,BLFY,Blue Foundry Bancorp,220.34M,-0.61%,11048,48.15M
597,CONX,CONX Corp.,218.30M,-4.47%,1159,-
598,PMTS,CPI Card Group Inc.,217.98M,-7.39%,10678,444.55M
599,CVLY,"Codorus Valley Bancorp, Inc.",217.93M,-0.09%,5086,95.31M
600,NECB,"Northeast Community Bancorp, Inc.",217.55M,-0.72%,13965,94.86M
601,FVCB,"FVCBankcorp, Inc.",217.25M,0.16%,22949,53.24M
602,SBXC,SilverBox Corp III,216.73M,0.10%,1169,-
603,USCB,"USCB Financial Holdings, Inc.",216.70M,1.17%,7096,65.24M
604,NWFL,Norwood Financial Corp.,214.92M,-0.60%,4373,72.20M
605,TSBK,"Timberland Bancorp, Inc.",212.01M,0.42%,3981,75.91M
606,PHYT,Pyrophyte Acquisition Corp.,211.30M,0.09%,55365,-
607,PDLB,"Ponce Financial Group, Inc.",211.10M,0.73%,2380,59.62M
608,CFFS,CF Acquisition Corp. VII,209.00M,-,41,-
609,SWKH,SWK Holdings Corporation,203.93M,0.25%,232,37.67M
610,OVLY,Oak Valley Bancorp,203.18M,0.29%,2753,85.01M
611,NFYS,Enphys Acquisition Corp.,202.91M,0.09%,11571,-
612,PLBC,Plumas Bancorp,202.47M,1.25%,1188,77.07M
613,BWFG,"Bankwell Financial Group, Inc.",201.87M,-0.43%,2511,98.44M
614,XYF,X Financial,201.75M,3.10%,47096,629.69M
615,CZFS,"Citizens Financial Services, Inc.",201.22M,0.80%,1752,86.34M
616,CALB,California BanCorp,200.82M,-1.20%,113,81.12M
617,CHMG,Chemung Financial Corporation,200.24M,0.40%,2602,99.48M
618,PKBK,"Parke Bancorp, Inc.",199.15M,0.66%,1686,75.38M
619,SEDA,SDCL EDGE Acquisition Corporation,198.38M,-0.15%,355,-
620,COFS,"ChoiceOne Financial Services, Inc.",198.29M,0.11%,5484,81.38M
621,KVAC,Keen Vision Acquisition Corporation,198.12M,-0.05%,832,-
622,MCAA,Mountain & Co. I Acquisition Corp.,198.01M,-,4,-
623,SEZL,Sezzle Inc.,197.85M,-2.88%,14460,159.36M
624,MNTN,Everest Consolidator Acquisition Corporation,196.71M,0.09%,1191,-
625,NKSH,"National Bankshares, Inc.",196.62M,1.29%,1073,55.10M
626,CBAN,"Colony Bankcorp, Inc.",193.56M,1.09%,16843,111.79M
627,LCNB,LCNB Corp.,193.01M,0.58%,13165,72.49M
628,CRML,Critical Metals Corp.,192.98M,-9.09%,7808,-
629,BPRN,Princeton Bancorp Inc,192.77M,-0.66%,7100,83.99M
630,OCN,Ocwen Financial Corporation,191.57M,2.69%,1959,1.07B
631,MBCN,Middlefield Banc Corp.,191.05M,1.53%,5348,68.96M
632,FFNW,"First Financial Northwest, Inc.",190.47M,-0.29%,10204,46.32M
633,SNFCA,Security National Financial Corporation,188.21M,-0.24%,2616,351.77M
634,PEGR,Project Energy Reimagined Acquisition Corp.,187.32M,-0.37%,256367,-
635,MFIN,Medallion Financial Corp.,186.22M,0.25%,55483,161.60M
636,OXSQ,Oxford Square Capital Corp.,185.43M,0.63%,119255,51.41M
637,VSTE,Vast Renewables Limited,184.26M,1.09%,1111,919.00K
638,EHTH,"eHealth, Inc.",181.16M,0.32%,90774,452.87M
639,IVCA,Investcorp India Acquisition Corp,181.12M,-,6,-
640,ESSA,"ESSA Bancorp, Inc.",179.33M,-,4424,68.56M
641,PTMN,Portman Ridge Finance Corporation,178.55M,0.95%,10452,77.14M
642,TRIS,Tristar Acquisition I Corp.,178.47M,-0.06%,159,-
643,WNEB,"Western New England Bancorp, Inc.",176.75M,-0.18%,18457,77.93M
644,BCBP,"BCB Bancorp, Inc.",176.70M,0.69%,11080,102.05M
645,APCA,AP Acquisition Corp.,175.67M,-0.08%,915,-
646,CPSS,"Consumer Portfolio Services, Inc.",174.45M,-,5431,343.06M
647,CFFI,C&F Financial Corporation,172.89M,-1.46%,675,119.05M
648,ATLO,Ames National Corporation,171.03M,1.34%,1808,53.05M
649,EVE,EVe Mobility Acquisition Corp,170.39M,-,487858,-
650,SKGR,SK Growth Opportunities Corporation,169.03M,0.09%,1248,-
651,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,168.33M,-0.10%,714,-
652,CAPT,Captivision Inc.,168.30M,-1.35%,22651,32.75M
653,VERY,"Vericity, Inc.",168.24M,-0.62%,386,175.00M
654,GAQ,Generation Asia I Acquisition Limited,167.16M,0.09%,7657,-
655,PVBC,"Provident Bancorp, Inc.",166.88M,-1.37%,5867,71.12M
656,LCW,Learn CW Investment Corporation,165.82M,-0.27%,105164,-
657,BRKH,Burtech Acquisition Corp.,164.52M,5.44%,8,-
658,MRCC,Monroe Capital Corporation,162.06M,-1.34%,71489,64.30M
659,APXI,APx Acquisition Corp. I,161.85M,0.09%,102,-
660,SOC,Sable Offshore Corp.,160.84M,-1.50%,47981,-
661,VABK,Virginia National Bankshares Corporation,158.62M,0.75%,472,63.42M
662,ALCY,Alchemy Investments Acquisition Corp 1,157.94M,-0.19%,1069,-
663,EVBN,"Evans Bancorp, Inc.",156.80M,0.52%,3325,94.11M
664,OPBK,OP Bancorp,156.60M,-0.15%,34843,84.38M
665,ISTR,Investar Holding Corporation,155.53M,0.38%,1886,83.06M
666,KRNL,"Kernel Group Holdings, Inc.",152.45M,1.77%,55,-
667,AHG,Akso Health Group,152.32M,-2.14%,10460,2.20M
668,ROSS,Ross Acquisition Corp II,151.69M,0.45%,5,-
669,BFAC,Battery Future Acquisition Corp.,151.61M,0.09%,61,-
670,PEBK,"Peoples Bancorp of North Carolina, Inc.",151.40M,-0.40%,1685,76.07M
671,IFIN,InFinT Acquisition Corporation,150.95M,-0.26%,114,-
672,FNWB,First Northwest Bancorp,149.46M,-0.58%,23799,76.03M
673,SAMG,Silvercrest Asset Management Group Inc.,149.39M,-0.76%,12286,117.41M
674,ESHA,ESH Acquisition Corp.,148.53M,-0.10%,21,-
675,BCSA,Blockchain Coinvestors Acquisition Corp. I,148.17M,-,946,-
676,FUNC,First United Corporation,148.17M,-0.23%,5764,75.75M
677,GSIW,Garden Stage Limited,148.08M,2.21%,7160,3.26M
678,TLGY,TLGY Acquisition Corporation,147.15M,0.45%,25304,-
679,MHLD,"Maiden Holdings, Ltd.",144.34M,-,32239,73.74M
680,HWBK,"Hawthorn Bancshares, Inc.",142.19M,-1.24%,15813,65.90M
681,VCXB,10X Capital Venture Acquisition Corp. III,142.10M,-0.09%,68,-
682,WNNR,Andretti Acquisition Corp.,142.04M,0.77%,2028,-
683,CFBK,CF Bankshares Inc.,141.97M,-1.68%,1368,50.61M
684,CNF,CNFinance Holdings Limited,141.97M,0.97%,17303,81.00M
685,PWOD,"Penns Woods Bancorp, Inc.",141.02M,1.60%,9413,63.96M
686,TWLV,Twelve Seas Investment Company II,139.34M,0.09%,24,-
687,OFS,OFS Capital Corporation,139.34M,0.48%,38911,56.94M
688,MFH,Mercurity Fintech Holding Inc.,138.67M,1.31%,11314,326.68K
689,ALSA,Alpha Star Acquisition Corporation,138.39M,-,7,-
690,ISRL,Israel Acquisitions Corp,138.13M,0.09%,23695,-
691,UNB,"Union Bankshares, Inc.",137.92M,-1.31%,386,48.79M
692,OPRT,Oportun Financial Corporation,137.61M,-5.72%,327850,352.01M
693,CNDB,Concord Acquisition Corp III,137.48M,-3.84%,20453,-
694,LGVC,LAMF Global Ventures Corp. I,137.29M,-0.27%,2365,-
695,FGBI,"First Guaranty Bancshares, Inc.",137.23M,3.18%,605,95.22M
696,MNSB,"MainStreet Bancshares, Inc.",136.32M,2.62%,12191,81.08M
697,ATEK,Athena Technology Acquisition Corp. II,134.89M,-0.36%,1042,-
698,CWBC,Community West Bancshares,134.01M,-0.13%,5072,49.29M
699,BANX,ArrowMark Financial Corp.,133.79M,0.96%,15583,-
700,MYFW,"First Western Financial, Inc.",133.56M,0.29%,3974,95.99M
701,NNAG,99 Acquisition Group Inc.,133.13M,-0.19%,877,-
702,VMCA,Valuence Merger Corp. I,132.48M,-0.35%,415,-
703,FCCO,First Community Corporation,130.83M,-,2216,59.21M
704,UBFO,United Security Bancshares,129.62M,0.13%,469,53.29M
705,ZLS,Zalatoris II Acquisition Corp.,129.05M,0.19%,20182,-
706,CZWI,"Citizens Community Bancorp, Inc.",127.57M,-,16768,59.07M
707,RMGC,RMG Acquisition Corp. III,127.49M,0.30%,156,-
708,HCMA,HCM Acquisition Corp,127.28M,-,635,-
709,ARRW,Arrowroot Acquisition Corp.,126.10M,5.46%,187,-
710,FINW,FinWise Bancorp,125.94M,-,28043,66.03M
711,FIAC,Focus Impact Acquisition Corp.,125.75M,0.18%,2243,-
712,BFIN,BankFinancial Corporation,125.60M,1.36%,655,55.93M
713,DSAQ,Direct Selling Acquisition Corp.,125.37M,0.27%,400,-
714,RMBI,"Richmond Mutual Bancorporation, Inc.",125.09M,2.68%,7962,43.45M
715,GATE,Marblegate Acquisition Corp.,125.06M,-0.29%,11,-
716,NPAB,New Providence Acquisition Corp. II,124.16M,-0.09%,836,-
717,PLMI,Plum Acquisition Corp. I,123.99M,-0.04%,1,-
718,KCGI,Kensington Capital Acquisition Corp. V,123.70M,-,21,-
719,EVGR,Evergreen Corporation,123.21M,-0.04%,3809,-
720,PPYA,Papaya Growth Opportunity Corp. I,121.05M,-,928,-
721,ECBK,"ECB Bancorp, Inc.",119.21M,0.62%,134,24.85M
722,RCFA,RCF Acquisition Corp.,119.08M,0.36%,103,-
723,BOCN,Blue Ocean Acquisition Corp.,118.87M,-,4,-
724,WMPN,William Penn Bancorporation,117.39M,0.09%,1195,21.96M
725,HNVR,"Hanover Bancorp, Inc.",117.26M,1.13%,720,60.45M
726,FNCB,"FNCB Bancorp, Inc.",116.20M,0.43%,6850,52.66M
727,CIA,"Citizens, Inc.",115.95M,1.28%,14522,241.09M
728,IXAQ,IX Acquisition Corp.,115.80M,0.45%,4400,-
729,OVBC,Ohio Valley Banc Corp.,115.61M,-1.11%,20983,55.28M
730,FRAF,Franklin Financial Services Corporation,115.13M,-0.49%,19,65.76M
